brand,name,price,link
,,,
Infinix ,"Smart 3 Plus - 6.21"",32GB,2GB,Triple Camera,4G - Black","13,499",https://www.jumia.co.ke/infinix-smart-3-plus-6.2132gb2gbtriple-camera4g-black-18679336.html
TECNO ,"Camon 11, 64GB + 4GB (Dual SIM),  Blue","17,000",https://www.jumia.co.ke/tecno-camon-11-64gb-4gb-dual-sim-blue-18084742.html
OPPO ,"F7-64GB Rom-4GB Ram-25MP Camera-6.23""FullView - 4G Dual Sim","29,000",https://www.jumia.co.ke/oppo-f7-64gb-rom-4gb-ram-25mp-camera-6.23fullview-4g-dual-sim-17453158.html
Infinix ,"HOT 7 - 32GB-2GB, 6.2""-13MP-Black +Free Charging Cable","11,330",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb-6.2-13mp-black-free-charging-cable-15967996.html
TECNO ,"F1 - [8GB+1GB RAM] - 5.0"" Display - 2000mAh Battery - Dual SIM - Elegant Black","6,999",https://www.jumia.co.ke/tecno-f1-8gb1gb-ram-5.0-display-2000mah-battery-dual-sim-elegant-black-17614724.html
,,,
Samsung ,"Galaxy A70, 6.7"" , 128GB + 6BG RAM , 32MP Camera - Blue","34,989",https://www.jumia.co.ke/galaxy-a70-6.7-128gb-6bg-ram-32mp-camera-blue-samsung-mpg162823.html
Infinix ,"HOT 7 - smartphone ,32GB - 2GB, 6.2"", 13MP, 6.2"" - Black","11,600",https://www.jumia.co.ke/infinix-hot-7-smartphone-32gb-2gb-6.2-13mp-6.2-black-14817256.html
Nokia ,3.1 Plus 4G Phablet 6.0 inch 3GB RAM 32GB ROM 3500mAh-BLUE,"13,070",https://www.jumia.co.ke/nokia-3.1-plus-4g-phablet-6.0-inch-3gb-ram-32gb-rom-3500mah-blue-16297693.html
Samsung ,"Galaxy A50 - 128GB Rom - 4GB Ram, 4000mAh, Dual SIM 4G-Black","27,000",https://www.jumia.co.ke/samsung-galaxy-a50-128gb-rom-4gb-ram-4000mah-dual-sim-4g-black-18510771.html
Infinix ,"HOT 7-16GB - 1GB, 6.2"" 13MP,Quad-Core 1.3GHz Processor- 4000mAh Battery-Purple","10,699",https://www.jumia.co.ke/infinix-hot-7-16gb-1gb-6.2-13mpquad-core-1.3ghz-processor-4000mah-battery-purple-14765918.html
,,,
Oukitel ,"C5 Pro - 4G Smartphone - 5.0"" - MTK6737 1.3GHz Quad Core - 2GB RAM - 16GB ROM - Dual Cameras - Golden.","6,199",https://www.jumia.co.ke/oukitel-c5-pro-4g-smartphone-5.0-mtk6737-1.3ghz-quad-core-2gb-ram-16gb-rom-dual-cameras-golden.-14137534.html
Apple ,iPhone 6S - 2GB RAM- 128GB  - 12MP Camera - 4G LTE- Gold,"30,999",https://www.jumia.co.ke/iphone-6s-2gb-ram-128gb-12mp-camera-4g-lte-gold-apple-mpg165093.html
TECNO ,"CAMON 11 - 3GB - 32GB - 16MP - 6.2"" - Dual SIM LTE - Black","13,898",https://www.jumia.co.ke/tecno-camon-11-3gb-32gb-16mp-6.2-dual-sim-lte-black-16072250.html
Infinix ,"Smart 3 Plus - 6.21"",32GB,2GB,Quad-core 2.0 - Black","13,699",https://www.jumia.co.ke/infinix-smart-3-plus-6.2132gb2gbquad-core-2.0-black-18685567.html
Huawei ,"Y6 Prime (2019) - 32GB+2GB,(Dual SIM)-Brown + FREE OTG Cable","13,589",https://www.jumia.co.ke/huawei-y6-prime-2019-32gb2gbdual-sim-brown-free-otg-cable-17424078.html
,,,
Infinix ,"HOT 7 - 32GB - 2GB, 6.2"", 13MP, 4000mAh, Dual SIM - Black","11,143",https://www.jumia.co.ke/hot-7-32gb-2gb-6.2-13mp-4000mah-dual-sim-black-infinix-mpg148961.html
Infinix ,"S4 - 3GB+32GB,32MP AI Selfie,Dual SIM -Blue + FREE OTG Cable","15,999",https://www.jumia.co.ke/infinix-s4-3gb32gb32mp-ai-selfiedual-sim-blue-free-otg-cable-16112480.html
Generic ,5Inch M9 Dual-card Mobile Phone Four Socket Type Smart-White,"3,105",https://www.jumia.co.ke/generic-5inch-m9-dual-card-mobile-phone-four-socket-type-smart-white-12000262.html
XTOUCH  ,"A5 - 5.5"" - 1GB +16GB - 5MP Camera (Dual SIM) -Black","5,499",https://www.jumia.co.ke/xtouch-a5-5.5-1gb-16gb-5mp-camera-dual-sim-black-18152595.html
TECNO ,"Spark 3 Pro, 6.2"", 32GB + 2GB (Dual SIM),Android 9 pie - Blue","12,500",https://www.jumia.co.ke/tecno-spark-3-pro-6.2-32gb-2gb-dual-simandroid-9-pie-blue-17509613.html
,,,
Samsung ,Galaxy J5 Prime - 16GB - 2GB RAM - 13MP Camera - 4G LTE - Dual SIM - Gold,"14,300",https://www.jumia.co.ke/samsung-galaxy-j5-prime-16gb-2gb-ram-13mp-camera-4g-lte-dual-sim-gold-17424065.html
Nokia ,"Nokia X6 5.8"" (6GB, 64GB ROM) Android 8.1, 3060mAh, 4G_BLUE","17,200",https://www.jumia.co.ke/nokia-nokia-x6-5.8-6gb-64gb-rom-android-8.1-3060mah-4gblue-14438287.html
Samsung ,"Galaxy A10, 6.2"" -13MP - 32GB + 2GB (Dual SIM), Blue","12,799",https://www.jumia.co.ke/galaxy-a10-6.2-32gb-2gb-dual-sim-blue-samsung-mpg154481.html
Honor ,8A 6.09'' 2GB+32GB 3020mAh Dual SIM Smartphone - Blue,"13,699",https://www.jumia.co.ke/honor-8a-6.09-2gb32gb-3020mah-dual-sim-smartphone-blue-14095698.html
Coolpad ,E2C 4G Smartphone 5.0 Inch Quad Core 1GB RAM 16GB ROM - Gold,"5,490",https://www.jumia.co.ke/coolpad-e2c-4g-smartphone-5.0-inch-quad-core-1gb-ram-16gb-rom-gold-18523205.html
,,,
TECNO ,"Camon 11, 64GB + 4GB (Dual SIM), Aqua Blue","16,999",https://www.jumia.co.ke/tecno-camon-11-64gb-4gb-dual-sim-aqua-blue-17360313.html
TECNO ,Camon 11 - 32GB+3GB - 16MP Faiba Support Black,"13,699",https://www.jumia.co.ke/camon-11-32gb3gb-16mp-faiba-support-black-phone-stand-tecno-mpg151268.html
Lenovo ,Lenovo L38031 K5S 4GB RAM 32GB ROM MTK6762 4G LTE Smartphone,"12,199",https://www.jumia.co.ke/lenovo-lenovo-l38031-k5s-4gb-ram-32gb-rom-mtk6762-4g-lte-smartphone-15991830.html
Nokia ,8110 4G Feature Phone Smart OS Dual Core 512MB+4GB-Black,"6,068",https://www.jumia.co.ke/nokia-8110-4g-feature-phone-smart-os-dual-core-512mb4gb-black-15837332.html
TECNO ,Camon 11 (32GB+3GB) 6.2-inch 16MP Faiba Support Black,"14,398",https://www.jumia.co.ke/camon-11-32gb3gb-6.2-inch-16mp-faiba-support-black-tecno-mpg150667.html
,,,
Cubot ,J3 3G Smartphone 5.0 Inch 1GB RAM 16GB ROM Quad Core 1.3GHz - BLACK,"5,349",https://www.jumia.co.ke/cubot-j3-3g-smartphone-5.0-inch-1gb-ram-16gb-rom-quad-core-1.3ghz-black-14403079.html
Huawei ,"Y6 Prime (2019), 6.0"", 32GB, 2GB RAM, 13MP, Dual SIM, Black","13,719",https://www.jumia.co.ke/y6-prime-2019-6.0-32gb-2gb-ram-13mp-dual-sim-black-huawei-mpg147348.html
Samsung ,"Galaxy J7 Neo LTE, 16GB (Dual SIM), Silver","10,476",https://www.jumia.co.ke/galaxy-j7-neo-lte-16gb-dual-sim-silver-samsung-mpg106222.html
Infinix ,"HOT 7 - 32GB - 2GB, 6.2"", 13MP, 6.2"" IPS LCD Display, Dual SIM Quad-Core 1.3GHz Processor 4000mAh Battery - Black","11,699",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb-6.2-13mp-6.2-ips-lcd-display-dual-sim-quad-core-1.3ghz-processor-4000mah-battery-black-17343421.html
Infinix ,"Hot 7- 6.2"",32+2GB,Dual SIM - Black","11,700",https://www.jumia.co.ke/infinix-hot-7-6.2322gbdual-sim-black-15484465.html
,,,
Generic ,"Smart Phone X21 6.2 Inch (4GB RAM, 64GB ROM) Android 8.1 Oreo Dual SIM","9,405",https://www.jumia.co.ke/generic-smart-phone-x21-6.2-inch-4gb-ram-64gb-rom-android-8.1-oreo-dual-sim-17153618.html
Huawei ,"Y7 Prime 2018,  5.99"", 3GB + 32GB (Dual SIM) - Gold","15,599",https://www.jumia.co.ke/y7-prime-2018-5.99-3gb-ram-32gb-rom-camera-13-mp-dual-sim-gold-huawei-mpg138183.html
TECNO ,"Spark 3 Pro, 6.2"", 32GB + 2GB (Dual SIM), Champagne Gold","12,497",https://www.jumia.co.ke/tecno-spark-3-pro-6.2-32gb-2gb-dual-sim-champagne-gold-18614349.html
TECNO ,"Spark 2, 1GB+16GB, Android 8.1, Face Unlock, (Dual SIM), Black","10,490",https://www.jumia.co.ke/tecno-spark-2-1gb16gb-android-8.1-face-unlock-dual-sim-black-14470705.html
HTC ,"Desire 10 Evo - 5.5"" - 32GB - 3GB RAM - 16MP Camera - Single SIM - 4G/LTE - Gunmental","15,900",https://www.jumia.co.ke/desire-10-evo-5.5-32gb-3gb-ram-16mp-camera-single-sim-4glte-gunmental-htc-mpg120493.html
,,,
TECNO ,"Spark 2-2GB RAM {KA70}  6'' Android 8.1,16GB, Face Unlock, finger print sensor, (Dual SIM), Black","12,199",https://www.jumia.co.ke/tecno-spark-2-2gb-ram-ka70-6-android-8.116gb-face-unlock-finger-print-sensor-dual-sim-black-18076104.html
Samsung ,"Galaxy A20,3GB, 32GB (Dual SIM), Black","16,999",https://www.jumia.co.ke/galaxy-a2032gb-3gb-dual-sim-black-samsung-mpg162815.html
TECNO ,"Spark 3 Pro, 6.2"", 32GB + 2GB (Dual SIM), Champagne Gold","12,500",https://www.jumia.co.ke/tecno-spark-3-pro-6.2-32gb-2gb-dual-sim-champagne-gold-17509604.html
Generic ,"6.2"" X23 Smartphone Face/Fingerprint Unlock 4GB+64GB Android","12,099",https://www.jumia.co.ke/generic-6.2-x23-smartphone-facefingerprint-unlock-4gb64gb-android-15962025.html
XGODY ,"S9 un-locked 6"" Android 7.0 Mobile Phone Smartphone Dual SIM Large Screen-blue","4,997",https://www.jumia.co.ke/xgody-s9-un-locked-6-android-7.0-mobile-phone-smartphone-dual-sim-large-screen-blue-11233163.html
,,,
Oukitel ,C8 3G Phablet 5.5 inch 2GB RAM 16GB ROM 8.0MP - BLACK,"5,999",https://www.jumia.co.ke/c8-3g-phablet-5.5-inch-2gb-ram-16gb-rom-8.0mp-black-oukitel-mpg163452.html
Generic ,"Nokia 106, Dual Sim, 1.8 Display, Micro USB Connector, FM Radio (headset Required), LED Touch, Colour- Dark Grey","1,700",https://www.jumia.co.ke/generic-nokia-106-dual-sim-1.8-display-micro-usb-connector-fm-radio-headset-required-led-touch-colour-dark-grey-14863628.html
Apple ,"iPhone 7 ,32GB + 2GB 12MP + 7MP 4.7 Inch - Silver","31,990",https://www.jumia.co.ke/apple-iphone-7-32gb-2gb-12mp-7mp-4.7-inch-silver-12113064.html
Generic ,"Nokia 230 Dual Sim 2.8"" QVGA Display, 1200mah Battery, Feature Phone With Flashlight - Silver","3,888",https://www.jumia.co.ke/generic-nokia-230-dual-sim-2.8-qvga-display-1200mah-battery-feature-phone-with-flashlight-silver-15835538.html
TECNO ,"Spark 2, -6.0""-16GB, 2GB RAM, 13MP Camera (Dual SIM) Black","11,999",https://www.jumia.co.ke/tecno-spark-2-6.0-16gb-2gb-ram-13mp-camera-dual-sim-black-17144157.html
,,,
Nokia ,E63 2.3-inch Support WiFi / Bluetooth / Camera / Full Keyboard Input / Function 3G Phone,"3,771",https://www.jumia.co.ke/nokia-e63-2.3-inch-support-wifi-bluetooth-camera-full-keyboard-input-function-3g-phone-14795752.html
TECNO ,"Camon X Pro- 6.0"" - 64GB - 4GB RAM - 16MP Camera - 4G- (Dual SIM) - Black","24,490",https://www.jumia.co.ke/camon-x-pro-6.0-64gb-4gb-ram-16mp-camera-4g-dual-sim-black-tecno-mpg105838.html
Generic ,For iPhone Sim Card Tray Open Eject Pin (Compatible for All iPhones),29,https://www.jumia.co.ke/generic-for-iphone-sim-card-tray-open-eject-pin-compatible-for-all-iphones-13506442.html
Kokobuy ,BM70 Sports Car Ear-hook Mini Bluetooth Mobile Phone Dialer Headset,"1,360",https://www.jumia.co.ke/kokobuy-bm70-sports-car-ear-hook-mini-bluetooth-mobile-phone-dialer-headset-13504850.html
BlackBerry ,"Z10 4.2"" Inch 8MP 2GB RAM 16GB ROM Smartphone - Black","5,899",https://www.jumia.co.ke/blackberry-z10-4.2-inch-8mp-2gb-ram-16gb-rom-smartphone-black-17404122.html
,,,
TECNO ,"T528 - Dual sim, FM, Touch, Camera , Facebook - Black","2,499",https://www.jumia.co.ke/t528-dual-sim-fm-touch-camera-facebook-black-tecno-mpg163028.html
Anica ,Anica T8 1.54 Inch 400mAh Ultra Thin Dual SIM Bluetooth Remote Control Mini Card Phone-GOLD,"3,600",https://www.jumia.co.ke/anica-anica-t8-1.54-inch-400mah-ultra-thin-dual-sim-bluetooth-remote-control-mini-card-phone-gold-12409115.html
Samsung ,Galaxy S7 - 32GB - 4GB RAM - Single SIM -12 MP Camera - 4G LTE,"34,000",https://www.jumia.co.ke/galaxy-s7-32gb-4gb-ram-single-sim-12-mp-camera-4g-lte-gold-samsung-mpg111662.html
Samsung ,Galaxy J8 - 32GB - 3GB RAM - 16MP Camera - Dual SIM - Lavender,"23,000",https://www.jumia.co.ke/galaxy-j8-32gb-3gb-ram-16mp-camera-dual-sim-lavender-samsung-mpg152455.html
Samsung ,"Galaxy S7 Edge 5.5"" - 4GB RAM 32GB - 12.0MP 4G - Gold","24,970",https://www.jumia.co.ke/samsung-galaxy-s7-edge-5.5-4gb-ram-32gb-12.0mp-4g-gold-17697712.html
,,,
TECNO ,"CAMON 11, smartphone 3GB + 32GB (Dual SIM), Blue","14,900",https://www.jumia.co.ke/tecno-camon-11-smartphone-3gb-32gb-dual-sim-blue-14768454.html
Samsung ,"Galaxy A30 - 6.4"",4GB+64GB,(Dual SIM)- Black","20,999",https://www.jumia.co.ke/samsung-galaxy-a30-6.44gb64gbdual-sim-black-18532234.html
Bontel ,"Little Lover L2 Phone Super Slim, Dual Sim - Red color","2,999",https://www.jumia.co.ke/bontel-little-lover-l2-phone-super-slim-dual-sim-red-color-18679455.html
BlackBerry ,"9860 GPS Wi-Fi 5.0MP 3.7"" Touch Screen 3G Refurbished Phone","3,899",https://www.jumia.co.ke/blackberry-9860-gps-wi-fi-5.0mp-3.7-touch-screen-3g-refurbished-phone-17004611.html
Infinix ,"HOT 7 smartphone- 16+1GB, 6.2"", 13MP,  Dual SIM - Black","10,700",https://www.jumia.co.ke/infinix-hot-7-smartphone-161gb-6.2-13mp-dual-sim-black-15519503.html
,,,
TECNO ,"Spark 3 (KB7), 6.2"", 16GB + 2GB (Dual SIM), Blue","10,800",https://www.jumia.co.ke/tecno-spark-3-kb7-6.2-16gb-2gb-dual-sim-blue-18614415.html
Generic ,"Face Recognition 6.1"" 4G RAM+64GB ROM Android 8.1 Cam 16MP","9,799",https://www.jumia.co.ke/generic-face-recognition-6.1-4g-ram64gb-rom-android-8.1-cam-16mp-17623799.html
Nokia ,Ultra-thin straight card button old man student spare mobile phone,"2,017",https://www.jumia.co.ke/nokia-ultra-thin-straight-card-button-old-man-student-spare-mobile-phone-13504002.html
Infinix ,"HOT 7 (x624) - 16GB - 1GB, 6.2"", - Black","9,999",https://www.jumia.co.ke/hot-7-x624-16gb-1gb-6.2-black-infinix-mpg149989.html
Generic ,"Smartphone X21 6.2 Inches (4GB RAM, 64GB ROM) Android 8.1 Fingerprint Unlock Face Recognition - Red","10,545",https://www.jumia.co.ke/generic-smartphone-x21-6.2-inches-4gb-ram-64gb-rom-android-8.1-fingerprint-unlock-face-recognition-red-17175014.html
,,,
TECNO ,"CAMON 11 - 3GB RAM - 32GB - 16MP - 6.2"" - Dual SIM LTE - Black","13,499",https://www.jumia.co.ke/camon-11-3gb-ram-32gb-16mp-6.2-dual-sim-lte-black-tecno-mpg151267.html
HTC ,"Desire 12 Dual SIM - 32GB, 3GB RAM, 4G LTE, Black","13,500",https://www.jumia.co.ke/htc-desire-12-dual-sim-32gb-3gb-ram-4g-lte-black-17932099.html
Motorola ,"Moto E5Plus 6.0Inch 4GB RAM+64GB ROM Snapdragon430 OctaCore 1.4GHz,5000mAh Battery SmartPhone_Gray","13,999",https://www.jumia.co.ke/motorola-moto-e5plus-6.0inch-4gb-ram64gb-rom-snapdragon430-octacore-1.4ghz5000mah-battery-smartphonegray-16483576.html
 ,Topsonic GSM Desktop Phones landline with Dual sim card slot.,"4,299",https://www.jumia.co.ke/may-2nd-topsonic-gsm-desktop-phones-landline-with-dual-sim-card-slot.-14767584.html
Infinix ,"Hot 7 (X624B), 16GB + 1GB (Dual SIM), Gold","10,190",https://www.jumia.co.ke/hot-7-x624b-16gb-1gb-dual-sim-gold-infinix-mpg149388.html
,,,
TECNO ,"Spark 3 Pro, 6.2"", 32GB + 2GB (Dual SIM)-Black + Free Charging cable","12,499",https://www.jumia.co.ke/tecno-spark-3-pro-6.2-32gb-2gb-dual-sim-black-free-charging-cable-16224629.html
Samsung ,"Galaxy S10+, 6.4"",  512 + 8 GB (Dual SIM), White","127,999",https://www.jumia.co.ke/galaxy-s10-6.4-512-8-gb-dual-sim-white-samsung-mpg151246.html
SQ ,SQ1000 - Powerbank Phone- 20000mAH Battery Capacity- Green,"2,899",https://www.jumia.co.ke/sq-sq1000-powerbank-phone-20000mah-battery-capacity-green-15870023.html
TECNO ,T401 - Triple SIM - Black,"1,780",https://www.jumia.co.ke/tecno-t401-triple-sim-black-15882000.html
Generic ,X21 4GB+64GB 6.2 Inch 1080P MTK Octa Core 4G - Red,"9,800",https://www.jumia.co.ke/generic-x21-4gb64gb-6.2-inch-1080p-mtk-octa-core-4g-red-14527401.html
,,,
TECNO ,"POP2 Power-5.5''-4000MAh,16GB, 8MP, Fingerprint-Black +Cover","7,700",https://www.jumia.co.ke/tecno-pop2-power-5.5-4000mah16gb-8mp-fingerprint-black-cover-17698080.html
Generic ,H8 Mobile Phone 4 SIM Cards Bluetooth Flashlight 3500mAh,"2,499",https://www.jumia.co.ke/generic-h8-mobile-phone-4-sim-cards-bluetooth-flashlight-3500mah-14092058.html
Nokia ,"Global Version Nokia 5,Snapdragon430 2GB RAM+16GB ROM 4G LTE","9,199",https://www.jumia.co.ke/nokia-global-version-nokia-5snapdragon430-2gb-ram16gb-rom-4g-lte-17994943.html
TESLA ,6.3 - Dual SIM - Black,"9,998",https://www.jumia.co.ke/6.3-dual-sim-black-tesla-mpg131763.html
Apple ," iPhone 6 4.7-Inch Fingerprint(1GB, 64GB ROM) 8MP+7MP – Grey","19,990",https://www.jumia.co.ke/apple-iphone64.7-inch-fingerprint1gb64gbrom-8mp7mpgrey-12392931.html
,,,
Lenovo ,"K5 Play - 5.7"" - 32GB - 3GB RAM - 13MP + 8MP -  Dual Sim 4G LTE- Black","15,999",https://www.jumia.co.ke/lenovo-k5-play-5.7-32gb-3gb-ram-13mp-8mp-dual-sim-4g-lte-black-17510328.html
Infinix ,"Hot 7, 32GB + 2GB 1.3GHz Processor(Dual SIM),Black","11,599",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb-1.3ghz-processordual-simblack-15406632.html
Cubot ,"J3 - 5.0"" 3G Android Go 1GB/16GB ROM 2000mAh G-Sensor EU - Blue","5,257",https://www.jumia.co.ke/cubot-j3-5.0-3g-android-go-1gb16gb-rom-2000mah-g-sensor-eu-blue-8698295.html
TECNO ,"Spark 3, 6.2"", 16GB + 2GB (Dual SIM) Blue","11,500",https://www.jumia.co.ke/tecno-spark-3-6.2-16gb-2gb-dual-sim-blue-17509608.html
TECNO ,"Spark 3, 6.2"", 16GB + 2GB (Dual SIM) Blue","11,500",https://www.jumia.co.ke/tecno-spark-3-6.2-16gb-2gb-dual-sim-blue-17509608.html
,,,
TECNO ,POP2 - 5.5''- 8Gb+1GB RAM - 8MP -(Dual sim) - Black,"7,999",https://www.jumia.co.ke/tecno-pop2-5.5-8gb1gb-ram-8mp-dual-sim-black-18509428.html
Oukitel ,"C8, 5.5"", 16GB (Dual SIM) 3G, Gold","7,099",https://www.jumia.co.ke/c8-5.5-16gb-dual-sim-3g-gold-oukitel-mpg123348.html
Honor ,"Honor 7C, 3GB + 32GB (Dual SIM), Blue","13,999",https://www.jumia.co.ke/honor-7c-3gb-32gb-dual-sim-blue-huawei-mpg114402.html
Apple ,Apple IPhone 6Plus 5.5-Inch  1G+64G  Smartphone–Gold,"25,990",https://www.jumia.co.ke/apple-apple-iphone-6plus-5.5-inch-1g64g-smartphonegold-12793725.html
TECNO ,POP2 -5.5''- 8GB+1GB RAM- 8MP+5MP -(Dualsim) -Gold,"7,500",https://www.jumia.co.ke/tecno-pop2-5.5-8gb1gb-ram-8mp5mp-dualsim-gold-17175204.html
,,,
TECNO ,"KA7 Spark 2 , 6'', Android 8.1, 16GB+1GB,(Dual SIM), {Black}","10,999",https://www.jumia.co.ke/ka7-spark-2-6-android-8.1-16gb1gbdual-sim-black-tecno-mpg149470.html
DOOGEE ,"DOOGEE Y8 Android 9.0 Smartphone 6.1"" 3400mAh MTK6739 Quad Core 4G LTE Waterdrop Screen - Purple","9,990",https://www.jumia.co.ke/doogee-doogee-y8-android-9.0-smartphone-6.1-3400mah-mtk6739-quad-core-4g-lte-waterdrop-screen-purple-14233525.html
Oukitel ,C8 3G Phablet 5.5 inch Android 7.0 Quad Core 2GB RAM 16GB ROM 8.0MP Rear Camera - PINK,"6,849",https://www.jumia.co.ke/oukitel-c8-3g-phablet-5.5-inch-android-7.0-quad-core-2gb-ram-16gb-rom-8.0mp-rear-camera-pink-13208163.html
Honor ,"Honor 7 S - 5.45"" - 16GB - 2GB RAM - 13MP Camera, 4G Blue","8,789",https://www.jumia.co.ke/honor-7-s-5.45-16gb-2gb-ram-13mp-camera-4g-dual-simblue-huawei-mpg113972.html
Infinix ,"Hot 7 (X624B), 32GB + 2GB (Dual SIM), Gold + FREE 3D Glass & back cover","11,999",https://www.jumia.co.ke/infinix-hot-7-x624b-32gb-2gb-dual-sim-gold-free-3d-glass-back-cover-17600242.html
,,,
Viwa ,i7 - 8GB - 512MB RAM - 2.0MP Camera - Dual SIM - 3G - 1500mAh - Red,"4,000",https://www.jumia.co.ke/i7-8gb-512mb-ram-2.0mp-camera-dual-sim-3g-black-red-viwa-mpg104486.html
Samsung ,"Galaxy S7 Edge 5.5"" - 4GB RAM 32GB - 12.0MP 4G - Silver","24,970",https://www.jumia.co.ke/samsung-galaxy-s7-edge-5.5-4gb-ram-32gb-12.0mp-4g-silver-17697711.html
Huawei ,P8 4G LTE smartphone 5.2inch 3GB RAM 16GB ROM - Gold,"10,999",https://www.jumia.co.ke/huawei-p8-4g-lte-smartphone-5.2inch-3gb-ram-16gb-rom-gold-13288672.html
Infinix ,"HOT 7 - 32GB-2GB, 6.2""-13MP-Gold +Free Charging Cable","11,330",https://www.jumia.co.ke/infinix-hot-7-32gb-2gb-6.2-13mp-gold-free-charging-cable-15967997.html
Honor ,"7A, 2GB + 16GB (Dual SIM), Black","10,999",https://www.jumia.co.ke/honor-7a-2gb-16gb-dual-sim-black-huawei-mpg114399.html
,,,
TECNO ,T349 - Dual SIM - Black,"1,245",https://www.jumia.co.ke/tecno-t349-dual-sim-black-15965877.html
Generic ,"USB 2.0 For 2.5"" HDD Hard Disk Drive Laptop to SATA 7+15 Pin 22Pin Adapter Cable",258,https://www.jumia.co.ke/generic-usb-2.0-for-2.5-hdd-hard-disk-drive-laptop-to-sata-715-pin-22pin-adapter-cable-15090638.html
Infinix ,"Hot 7 (X624B), 32GB + 2GB (Dual SIM), Gold","11,499",https://www.jumia.co.ke/infinix-hot-7-x624b-32gb-2gb-dual-sim-gold-18495181.html
HTC ,One M7 2GB RAM 32GB ROM 2300mAh 4G Smartphones - Black,"7,900",https://www.jumia.co.ke/htc-one-m7-2gb-ram-32gb-rom-2300mah-4g-smartphones-black-14674204.html
BlackBerry ,Torch 9800 Phone 5MP QWERTY Keyboard 4GB Internal Storage,"6,900",https://www.jumia.co.ke/blackberry-torch-9800-phone-5mp-qwerty-keyboard-4gb-internal-storage-18525142.html
,,,
XGODY ,"Dual SIM Android Mobile Smart Phone 5+13MP Unlocked 4G 5.5"" 16GB Quad Core-red","6,932",https://www.jumia.co.ke/xgody-dual-sim-android-mobile-smart-phone-513mp-unlocked-4g-5.5-16gb-quad-core-red-11797970.html
Huawei ,"Y5 Prime 2019, 32GB + 2GB (Dual SIM), Blue","11,500",https://www.jumia.co.ke/huawei-y5-prime-2019-32gb-2gb-dual-sim-blue-17993228.html
MI ,"Xiaomi 3 2GB RAM 16GB ROM 13 MP Camera 5.0"" HD 3050mAh 3G Smartphone","6,555",https://www.jumia.co.ke/mi-xiaomi-3-2gb-ram-16gb-rom-13-mp-camera-5.0-hd-3050mah-3g-smartphone-14795766.html
Samsung ,Galaxy S8 Plus(S8+)  6GB RAM / 64GB ROM 5.8- Inches Android 7.0 Nougat 12MP + 8MP Smartphone,"45,090",https://www.jumia.co.ke/samsung-galaxy-s8-pluss8-6gb-ram-64gb-rom-5.8-inches-android-7.0-nougat-12mp-8mp-smartphone-14795701.html
SmartOpus ,S128 Dual Sim Mobile Phone and Memory Card Slot + Pen,"1,249",https://www.jumia.co.ke/smartopus-s128-dual-sim-mobile-phone-and-memory-card-slot-pen-16498628.html
,,,
Generic ,K07 Pen Mini Mobile Phones Flashlight Bluetooth RecordingPen,"2,299",https://www.jumia.co.ke/generic-k07-pen-mini-mobile-phones-flashlight-bluetooth-recordingpen-14136958.html
Oukitel ,C15 Pro 4G 6.088 inch 2GB RAM 16GB ROM-TWILIGHT BLACK,"9,190",https://www.jumia.co.ke/oukitel-c15-pro-4g-6.088-inch-2gb-ram-16gb-rom-twilight-black-16092903.html
Nokia ,X6 6GB 64GB 5.8inch Octa Core 3060mAh Fingerprint ID（2）,"15,850",https://www.jumia.co.ke/nokia-x6-6gb-64gb-5.8inch-octa-core-3060mah-fingerprint-id2-17990179.html
Infinix ,"Smart 2 - X5515 - [16GB+1GB RAM] - 5.5"" [18:9 HD] - Face ID - 4GLTE - Dual SIM  Android 8.0-  Blue","9,250",https://www.jumia.co.ke/smart-2-x5515-16gb1gb-ram-5.5-189-hd-face-id-4glte-dual-sim-android-8.0-blue-infinix-mpg151201.html
DOOGEE ,S60 Lite Triple Proofing Phone (4GB RAM + 32GB ROM) 5.2 Inch Android 7.0 4G Smartphone - Black,"18,990",https://www.jumia.co.ke/doogee-s60-lite-triple-proofing-phone-4gb-ram-32gb-rom-5.2-inch-android-7.0-4g-smartphone-black-8905155.html
,,,
OPPO ,"F7 - 6.23"" - 64GB - 4GB RAM - 16MP Camera - Dual SIM - 4G - RED","29,999",https://www.jumia.co.ke/oppo-f7-6.23-64gb-4gb-ram-16mp-camera-dual-sim-4g-red-16865167.html
TECNO ,Camon 11 (32GB+3GB) 6.2-inch+ FREE 3D GLASS & BACK COVER,"14,449",https://www.jumia.co.ke/tecno-camon-11-32gb3gb-6.2-inch-free-3d-glass-back-cover-17126769.html
Generic ,"5.5"" Smartphone MTK6580 4G RAM+32GB ROM Android OS 6.0","5,999",https://www.jumia.co.ke/generic-5.5-smartphone-mtk6580-4g-ram32gb-rom-android-os-6.0-14456888.html
Lenovo ,Lenovo Z5 6GB RAM+64GB ROM 6.2inch Snapdragon 636 Smartphone,"17,699",https://www.jumia.co.ke/lenovo-lenovo-z5-6gb-ram64gb-rom-6.2inch-snapdragon-636-smartphone-15974355.html
